id_responden,negara,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,skala_politik,tahun_lahir,usia,religiusitas,jenis_kelamin,status_pernikahan,status_pekerjaan
360070922,Indonesia,1.0,4.0,3.0,1.0,10,8.0,9.0,9.0,1972.0,46.0,9.0,Perempuan,Menikah,Paruh waktu
360070923,Indonesia,1.0,1.0,1.0,1.0,3,4.0,3.0,9.0,1973.0,45.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360070924,Indonesia,1.0,3.0,2.0,2.0,8,7.0,6.0,5.0,1988.0,29.0,10.0,Perempuan,Menikah,Ibu rumah tangga
360070925,Indonesia,1.0,3.0,1.0,1.0,8,3.0,8.0,9.0,1968.0,50.0,7.0,Laki-laki,Menikah,Penuh waktu
360070926,Indonesia,1.0,2.0,2.0,1.0,10,10.0,7.0,10.0,1973.0,45.0,10.0,Laki-laki,Menikah,Wiraswasta
360070927,Indonesia,1.0,1.0,1.0,1.0,10,10.0,5.0,10.0,1960.0,58.0,6.0,Laki-laki,Menikah,Wiraswasta
360070928,Indonesia,1.0,3.0,1.0,1.0,8,10.0,7.0,9.0,1982.0,36.0,9.0,Perempuan,Menikah,Wiraswasta
360070929,Indonesia,1.0,3.0,2.0,3.0,8,10.0,8.0,8.0,1976.0,42.0,8.0,Perempuan,Menikah,Ibu rumah tangga
360070930,Indonesia,1.0,1.0,2.0,1.0,7,7.0,3.0,9.0,1994.0,24.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070931,Indonesia,1.0,3.0,1.0,1.0,3,10.0,2.0,2.0,1982.0,36.0,6.0,Laki-laki,Menikah,Paruh waktu
360070932,Indonesia,1.0,3.0,4.0,1.0,8,5.0,5.0,5.0,1984.0,34.0,10.0,Perempuan,Menikah,Ibu rumah tangga
360070933,Indonesia,1.0,1.0,1.0,3.0,10,10.0,6.0,4.0,1977.0,40.0,7.0,Perempuan,Bercerai,Wiraswasta
360070934,Indonesia,1.0,1.0,2.0,1.0,2,9.0,4.0,2.0,1983.0,35.0,9.0,Perempuan,Menikah,Wiraswasta
360070935,Indonesia,1.0,1.0,2.0,1.0,-1,8.0,3.0,6.0,1969.0,49.0,8.0,Laki-laki,Menikah,Paruh waktu
360070936,Indonesia,1.0,1.0,1.0,1.0,10,1.0,2.0,10.0,1980.0,38.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070937,Indonesia,1.0,4.0,1.0,1.0,10,10.0,8.0,8.0,1973.0,45.0,8.0,Laki-laki,Menikah,Wiraswasta
360070938,Indonesia,1.0,3.0,2.0,2.0,8,7.0,6.0,-1.0,1987.0,30.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070939,Indonesia,1.0,2.0,1.0,1.0,10,5.0,3.0,8.0,1960.0,58.0,7.0,Laki-laki,Menikah,Paruh waktu
360070940,Indonesia,1.0,1.0,2.0,1.0,8,8.0,8.0,7.0,1985.0,33.0,8.0,Perempuan,Menikah,Wiraswasta
360070941,Indonesia,1.0,2.0,2.0,1.0,6,8.0,7.0,5.0,1989.0,29.0,9.0,Laki-laki,Menikah,Wiraswasta
360070942,Indonesia,1.0,2.0,1.0,1.0,9,10.0,7.0,-1.0,1981.0,37.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070943,Indonesia,1.0,1.0,2.0,1.0,10,5.0,6.0,6.0,1989.0,29.0,8.0,Laki-laki,Menikah,Paruh waktu
360070944,Indonesia,1.0,1.0,1.0,1.0,10,10.0,9.0,9.0,1970.0,48.0,6.0,Perempuan,Menikah,Penuh waktu
360070945,Indonesia,1.0,1.0,1.0,1.0,8,8.0,8.0,-1.0,1977.0,40.0,8.0,Laki-laki,Menikah,Penuh waktu
360070946,Indonesia,1.0,3.0,2.0,1.0,8,9.0,8.0,7.0,1968.0,49.0,8.0,Perempuan,Menikah,Ibu rumah tangga
360070947,Indonesia,1.0,2.0,1.0,1.0,7,7.0,7.0,5.0,1985.0,32.0,10.0,Laki-laki,Menikah,Penuh waktu
360070948,Indonesia,1.0,1.0,3.0,1.0,8,7.0,7.0,7.0,1998.0,19.0,7.0,Perempuan,Lajang,Penuh waktu
360070949,Indonesia,1.0,2.0,1.0,1.0,10,8.0,8.0,5.0,1961.0,57.0,9.0,Perempuan,Janda/Duda,Penuh waktu
360070950,Indonesia,1.0,2.0,2.0,2.0,6,6.0,7.0,5.0,1978.0,40.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360070951,Indonesia,1.0,1.0,3.0,3.0,10,3.0,1.0,4.0,1953.0,64.0,10.0,Laki-laki,Menikah,Wiraswasta
360070952,Indonesia,1.0,2.0,1.0,1.0,7,10.0,9.0,8.0,1977.0,41.0,9.0,Perempuan,Menikah,Wiraswasta
360070953,Indonesia,1.0,1.0,2.0,1.0,7,7.0,6.0,7.0,1981.0,37.0,8.0,Laki-laki,Menikah,Wiraswasta
360070954,Indonesia,1.0,1.0,1.0,1.0,6,10.0,10.0,5.0,1985.0,32.0,10.0,Perempuan,Menikah,Wiraswasta
360070955,Indonesia,1.0,1.0,1.0,1.0,9,2.0,10.0,7.0,1995.0,22.0,6.0,Laki-laki,Lajang,Penuh waktu
360070956,Indonesia,1.0,1.0,1.0,2.0,4,7.0,7.0,1.0,1983.0,35.0,7.0,Perempuan,Menikah,Penuh waktu
360070957,Indonesia,1.0,2.0,4.0,1.0,10,5.0,5.0,5.0,1979.0,38.0,7.0,Laki-laki,Menikah,Wiraswasta
360070958,Indonesia,1.0,1.0,1.0,1.0,7,10.0,9.0,7.0,1992.0,25.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070959,Indonesia,1.0,1.0,2.0,1.0,10,9.0,7.0,10.0,1960.0,58.0,8.0,Laki-laki,Menikah,Penuh waktu
360070960,Indonesia,1.0,2.0,2.0,1.0,6,10.0,7.0,5.0,1982.0,35.0,3.0,Perempuan,Menikah,Paruh waktu
360070961,Indonesia,1.0,1.0,2.0,1.0,10,8.0,6.0,8.0,1966.0,52.0,10.0,Perempuan,Menikah,Penuh waktu
360070962,Indonesia,1.0,1.0,1.0,2.0,10,10.0,8.0,7.0,1988.0,30.0,10.0,Perempuan,Menikah,Wiraswasta
360070963,Indonesia,1.0,2.0,3.0,1.0,10,10.0,3.0,9.0,1956.0,62.0,7.0,Laki-laki,Menikah,Wiraswasta
360070964,Indonesia,1.0,1.0,1.0,1.0,3,7.0,7.0,1.0,1984.0,34.0,6.0,Laki-laki,Menikah,Penuh waktu
360070965,Indonesia,1.0,1.0,3.0,1.0,10,8.0,8.0,,1948.0,70.0,6.0,Perempuan,Janda/Duda,Penuh waktu
360070966,Indonesia,1.0,3.0,3.0,1.0,7,5.0,6.0,8.0,1981.0,37.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070967,Indonesia,1.0,2.0,2.0,1.0,10,10.0,8.0,9.0,1967.0,51.0,9.0,Laki-laki,Menikah,Wiraswasta
360070968,Indonesia,1.0,1.0,1.0,1.0,8,7.0,6.0,-1.0,1979.0,39.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360070969,Indonesia,1.0,2.0,2.0,1.0,8,9.0,8.0,5.0,1985.0,33.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070970,Indonesia,1.0,2.0,3.0,1.0,10,9.0,3.0,-1.0,1966.0,52.0,6.0,Laki-laki,Menikah,Wiraswasta
360070971,Indonesia,1.0,3.0,3.0,1.0,10,8.0,7.0,7.0,1980.0,38.0,4.0,Laki-laki,Menikah,Penuh waktu
360070972,Indonesia,1.0,1.0,1.0,1.0,7,8.0,8.0,-1.0,1962.0,56.0,6.0,Laki-laki,Menikah,Tidak bekerja
360070973,Indonesia,1.0,2.0,3.0,1.0,10,10.0,5.0,6.0,1977.0,41.0,10.0,Laki-laki,Menikah,Wiraswasta
360070974,Indonesia,1.0,2.0,1.0,1.0,6,6.0,6.0,10.0,1972.0,46.0,10.0,Perempuan,Menikah,Penuh waktu
360070975,Indonesia,1.0,2.0,1.0,1.0,7,9.0,7.0,5.0,1984.0,34.0,7.0,Laki-laki,Menikah,Wiraswasta
360070976,Indonesia,1.0,2.0,2.0,2.0,6,5.0,5.0,5.0,1980.0,38.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070977,Indonesia,1.0,1.0,1.0,1.0,7,8.0,5.0,7.0,1973.0,45.0,7.0,Perempuan,Bercerai,Wiraswasta
360070978,Indonesia,1.0,1.0,1.0,1.0,5,7.0,10.0,-1.0,1970.0,48.0,10.0,Laki-laki,Menikah,Penuh waktu
360070979,Indonesia,1.0,1.0,2.0,1.0,6,7.0,5.0,-1.0,1975.0,43.0,10.0,Perempuan,Menikah,Penuh waktu
360070980,Indonesia,1.0,3.0,2.0,1.0,5,7.0,4.0,2.0,1993.0,24.0,9.0,Perempuan,Menikah,Paruh waktu
360070981,Indonesia,1.0,3.0,1.0,1.0,10,5.0,5.0,5.0,1993.0,25.0,4.0,Laki-laki,Menikah,Penuh waktu
360070982,Indonesia,1.0,2.0,3.0,1.0,10,9.0,10.0,3.0,1992.0,25.0,7.0,Laki-laki,Lajang,Penuh waktu
360070983,Indonesia,1.0,1.0,1.0,1.0,4,5.0,3.0,5.0,1986.0,31.0,6.0,Laki-laki,Menikah,Penuh waktu
360070984,Indonesia,1.0,2.0,2.0,1.0,6,8.0,7.0,5.0,1985.0,33.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070985,Indonesia,1.0,1.0,1.0,1.0,8,1.0,7.0,6.0,1989.0,28.0,9.0,Laki-laki,Menikah,Wiraswasta
360070986,Indonesia,1.0,1.0,1.0,1.0,1,5.0,5.0,10.0,1948.0,70.0,8.0,Perempuan,Menikah,Ibu rumah tangga
360070987,Indonesia,1.0,3.0,1.0,1.0,10,8.0,10.0,5.0,1987.0,30.0,8.0,Perempuan,Menikah,Penuh waktu
360070988,Indonesia,1.0,1.0,1.0,1.0,3,5.0,5.0,-1.0,1996.0,21.0,8.0,Perempuan,Lajang,Tidak bekerja
360070989,Indonesia,1.0,1.0,1.0,1.0,9,8.0,10.0,8.0,1983.0,34.0,7.0,Laki-laki,Menikah,Penuh waktu
360070990,Indonesia,1.0,1.0,1.0,1.0,5,5.0,5.0,-1.0,1955.0,63.0,7.0,Laki-laki,Menikah,Wiraswasta
360070991,Indonesia,1.0,1.0,2.0,1.0,4,6.0,6.0,7.0,1975.0,43.0,10.0,Laki-laki,Menikah,Penuh waktu
360070992,Indonesia,1.0,1.0,3.0,1.0,8,7.0,8.0,7.0,1993.0,25.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070993,Indonesia,1.0,3.0,1.0,1.0,1,3.0,1.0,9.0,1986.0,32.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070994,Indonesia,1.0,1.0,1.0,1.0,2,1.0,1.0,10.0,1985.0,33.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360070995,Indonesia,1.0,1.0,1.0,1.0,5,5.0,1.0,5.0,1983.0,34.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360070996,Indonesia,1.0,1.0,1.0,1.0,8,8.0,9.0,-1.0,1968.0,50.0,7.0,Perempuan,Menikah,Penuh waktu
360070997,Indonesia,1.0,3.0,2.0,2.0,7,7.0,5.0,6.0,1984.0,34.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070998,Indonesia,1.0,2.0,1.0,1.0,5,10.0,1.0,3.0,1973.0,45.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360070999,Indonesia,1.0,3.0,1.0,1.0,10,10.0,10.0,6.0,1995.0,23.0,4.0,Laki-laki,Menikah,Paruh waktu
360071000,Indonesia,1.0,3.0,3.0,1.0,3,2.0,2.0,-1.0,1970.0,48.0,3.0,Perempuan,Menikah,Paruh waktu
360071001,Indonesia,1.0,2.0,1.0,1.0,10,10.0,3.0,10.0,1985.0,33.0,9.0,Laki-laki,Menikah,Wiraswasta
360071002,Indonesia,1.0,2.0,1.0,1.0,10,7.0,5.0,7.0,1967.0,50.0,6.0,Laki-laki,Menikah,Penuh waktu
360071003,Indonesia,1.0,1.0,2.0,1.0,6,4.0,5.0,1.0,1988.0,29.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360071004,Indonesia,1.0,1.0,1.0,1.0,10,7.0,1.0,3.0,1962.0,56.0,9.0,Perempuan,Janda/Duda,Penuh waktu
360071005,Indonesia,1.0,2.0,1.0,1.0,8,10.0,8.0,10.0,1977.0,41.0,10.0,Laki-laki,Menikah,Wiraswasta
360071006,Indonesia,1.0,3.0,4.0,1.0,7,4.0,3.0,5.0,1984.0,33.0,9.0,Laki-laki,Menikah,Penuh waktu
360071007,Indonesia,1.0,2.0,2.0,1.0,6,8.0,9.0,5.0,1990.0,28.0,7.0,Perempuan,Menikah,Wiraswasta
360071008,Indonesia,1.0,3.0,1.0,1.0,3,5.0,3.0,5.0,1982.0,36.0,9.0,Laki-laki,Menikah,Paruh waktu
360071009,Indonesia,1.0,2.0,2.0,1.0,7,8.0,8.0,-1.0,1985.0,33.0,10.0,Perempuan,Menikah,Wiraswasta
360071010,Indonesia,1.0,2.0,1.0,1.0,5,8.0,3.0,8.0,1967.0,50.0,10.0,Perempuan,Menikah,Ibu rumah tangga
360071011,Indonesia,1.0,1.0,1.0,1.0,9,7.0,8.0,8.0,1988.0,30.0,10.0,Laki-laki,Lajang,Penuh waktu
360071012,Indonesia,1.0,1.0,1.0,1.0,5,10.0,8.0,10.0,1999.0,18.0,6.0,Perempuan,Lajang,Pelajar/Mahasiswa
360071013,Indonesia,1.0,3.0,1.0,1.0,6,8.0,10.0,10.0,1958.0,60.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360071014,Indonesia,1.0,3.0,2.0,1.0,8,8.0,10.0,9.0,1968.0,50.0,6.0,Perempuan,Menikah,Wiraswasta
360071015,Indonesia,1.0,1.0,1.0,1.0,8,9.0,9.0,7.0,1990.0,27.0,8.0,Perempuan,Menikah,Wiraswasta
360071016,Indonesia,1.0,1.0,1.0,1.0,10,1.0,1.0,-1.0,1990.0,28.0,4.0,Perempuan,Menikah,Ibu rumah tangga
360071017,Indonesia,1.0,1.0,3.0,1.0,10,7.0,5.0,6.0,1980.0,38.0,7.0,Laki-laki,Menikah,Penuh waktu
360071018,Indonesia,1.0,1.0,2.0,1.0,10,10.0,5.0,10.0,1975.0,43.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360071019,Indonesia,1.0,1.0,2.0,1.0,10,1.0,1.0,10.0,1985.0,32.0,10.0,Laki-laki,Menikah,Wiraswasta
360071020,Indonesia,1.0,2.0,3.0,1.0,8,8.0,8.0,8.0,2000.0,18.0,5.0,Laki-laki,Lajang,Pelajar/Mahasiswa
360071021,Indonesia,1.0,1.0,1.0,1.0,9,10.0,9.0,6.0,1979.0,38.0,7.0,Laki-laki,Menikah,Penuh waktu
360071022,Indonesia,1.0,2.0,3.0,1.0,7,8.0,8.0,3.0,1997.0,21.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360071023,Indonesia,1.0,3.0,1.0,1.0,10,5.0,5.0,5.0,1977.0,41.0,10.0,Perempuan,Menikah,Wiraswasta
360071024,Indonesia,1.0,2.0,1.0,1.0,7,8.0,7.0,5.0,1987.0,30.0,6.0,Perempuan,Menikah,Penuh waktu
360071025,Indonesia,1.0,3.0,2.0,1.0,5,10.0,6.0,5.0,1990.0,28.0,4.0,Perempuan,Menikah,Wiraswasta
360071026,Indonesia,1.0,2.0,1.0,1.0,8,7.0,10.0,5.0,1989.0,29.0,7.0,Laki-laki,Menikah,Wiraswasta
360071027,Indonesia,1.0,2.0,1.0,1.0,5,8.0,7.0,5.0,1985.0,32.0,8.0,Laki-laki,Menikah,Wiraswasta
360071028,Indonesia,1.0,2.0,2.0,1.0,3,10.0,10.0,9.0,1996.0,23.0,9.0,Laki-laki,Lajang,Wiraswasta
360071029,Indonesia,1.0,2.0,2.0,1.0,5,4.0,4.0,6.0,1999.0,18.0,3.0,Laki-laki,Lajang,Penuh waktu
360071030,Indonesia,1.0,3.0,4.0,1.0,10,5.0,5.0,5.0,1976.0,42.0,8.0,Perempuan,Menikah,Wiraswasta
360071031,Indonesia,1.0,2.0,1.0,1.0,10,10.0,5.0,6.0,1978.0,40.0,10.0,Laki-laki,Menikah,Wiraswasta
360071032,Indonesia,2.0,1.0,1.0,1.0,10,10.0,10.0,6.0,1967.0,51.0,9.0,Laki-laki,Menikah,Wiraswasta
360071033,Indonesia,1.0,2.0,1.0,1.0,10,10.0,5.0,5.0,1966.0,52.0,8.0,Laki-laki,Menikah,Penuh waktu
360071034,Indonesia,1.0,1.0,1.0,1.0,7,9.0,10.0,5.0,1988.0,30.0,6.0,Laki-laki,Menikah,Wiraswasta
360071035,Indonesia,1.0,2.0,3.0,1.0,10,4.0,5.0,9.0,1975.0,43.0,7.0,Laki-laki,Menikah,Penuh waktu
360071036,Indonesia,1.0,1.0,1.0,1.0,10,8.0,6.0,5.0,1993.0,24.0,10.0,Perempuan,Menikah,Ibu rumah tangga
360071037,Indonesia,1.0,1.0,2.0,1.0,10,10.0,10.0,5.0,1984.0,34.0,6.0,Laki-laki,Menikah,Wiraswasta
360071038,Indonesia,1.0,1.0,2.0,1.0,5,10.0,1.0,10.0,1993.0,25.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360071039,Indonesia,1.0,2.0,2.0,1.0,5,7.0,10.0,5.0,1978.0,40.0,9.0,Laki-laki,Menikah,Wiraswasta
360071040,Indonesia,1.0,1.0,3.0,1.0,10,7.0,3.0,8.0,1988.0,30.0,7.0,Laki-laki,Lajang,Penuh waktu
360071041,Indonesia,1.0,2.0,2.0,1.0,10,5.0,3.0,5.0,1971.0,47.0,7.0,Laki-laki,Menikah,Penuh waktu
360071042,Indonesia,1.0,2.0,1.0,1.0,10,8.0,7.0,3.0,1998.0,19.0,10.0,Laki-laki,Lajang,Penuh waktu
360071043,Indonesia,1.0,1.0,1.0,1.0,9,7.0,4.0,8.0,1999.0,18.0,10.0,Perempuan,Lajang,Penuh waktu
360071044,Indonesia,1.0,3.0,1.0,1.0,6,2.0,10.0,10.0,1986.0,32.0,7.0,Perempuan,Janda/Duda,Penuh waktu
360071045,Indonesia,1.0,1.0,1.0,1.0,6,7.0,7.0,5.0,1980.0,38.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360071046,Indonesia,1.0,1.0,1.0,1.0,5,5.0,5.0,8.0,1982.0,36.0,9.0,Perempuan,Menikah,Wiraswasta
360071047,Indonesia,1.0,3.0,3.0,1.0,3,5.0,5.0,10.0,1992.0,26.0,7.0,Laki-laki,Lajang,Penuh waktu
360071048,Indonesia,1.0,2.0,1.0,1.0,8,9.0,8.0,10.0,1984.0,33.0,8.0,Perempuan,Menikah,Paruh waktu
360071049,Indonesia,1.0,3.0,3.0,1.0,7,10.0,9.0,4.0,1978.0,40.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360071050,Indonesia,1.0,3.0,2.0,1.0,10,9.0,8.0,9.0,1980.0,38.0,7.0,Perempuan,Bercerai,Wiraswasta
360071051,Indonesia,1.0,1.0,2.0,1.0,9,10.0,10.0,5.0,1978.0,40.0,10.0,Perempuan,Menikah,Paruh waktu
360071052,Indonesia,1.0,3.0,3.0,1.0,10,10.0,10.0,-1.0,1945.0,73.0,8.0,Laki-laki,Menikah,Pensiunan
360071053,Indonesia,1.0,2.0,2.0,2.0,10,5.0,3.0,10.0,1967.0,50.0,10.0,Perempuan,Menikah,Ibu rumah tangga
360071054,Indonesia,1.0,3.0,2.0,1.0,10,5.0,5.0,5.0,1976.0,42.0,5.0,Laki-laki,Bercerai,Penuh waktu
360071055,Indonesia,1.0,1.0,2.0,1.0,9,9.0,9.0,6.0,1975.0,42.0,7.0,Laki-laki,Menikah,Penuh waktu
360071056,Indonesia,1.0,2.0,2.0,2.0,8,10.0,9.0,7.0,1989.0,28.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360071057,Indonesia,1.0,1.0,1.0,1.0,6,9.0,10.0,7.0,1957.0,61.0,10.0,Laki-laki,Menikah,Wiraswasta
360071058,Indonesia,1.0,2.0,2.0,1.0,7,9.0,6.0,7.0,1986.0,32.0,8.0,Perempuan,Menikah,Wiraswasta
360071059,Indonesia,1.0,2.0,1.0,1.0,8,6.0,7.0,5.0,1984.0,34.0,9.0,Perempuan,Menikah,Wiraswasta
360071060,Indonesia,1.0,1.0,1.0,1.0,10,10.0,1.0,1.0,1962.0,56.0,7.0,Perempuan,Menikah,Wiraswasta
360071061,Indonesia,1.0,1.0,3.0,1.0,9,6.0,6.0,8.0,1981.0,36.0,6.0,Laki-laki,Menikah,Wiraswasta
360071062,Indonesia,1.0,1.0,2.0,1.0,5,6.0,7.0,6.0,1989.0,28.0,7.0,Perempuan,Menikah,Wiraswasta
360071063,Indonesia,1.0,3.0,1.0,1.0,10,8.0,6.0,4.0,1960.0,58.0,9.0,Perempuan,Menikah,Wiraswasta
360071064,Indonesia,1.0,1.0,1.0,1.0,5,6.0,5.0,10.0,1994.0,23.0,3.0,Laki-laki,Lajang,Penuh waktu
360071065,Indonesia,1.0,3.0,2.0,1.0,10,9.0,9.0,10.0,1984.0,33.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360071066,Indonesia,1.0,2.0,3.0,1.0,1,10.0,10.0,10.0,1974.0,43.0,7.0,Laki-laki,Menikah,Wiraswasta
360071067,Indonesia,1.0,1.0,3.0,1.0,9,9.0,8.0,6.0,1979.0,39.0,8.0,Perempuan,Menikah,Ibu rumah tangga
360071068,Indonesia,1.0,1.0,2.0,1.0,6,7.0,7.0,6.0,1992.0,25.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360071069,Indonesia,1.0,2.0,1.0,1.0,10,10.0,5.0,5.0,1987.0,31.0,4.0,Laki-laki,Lajang,Penuh waktu
360071070,Indonesia,1.0,2.0,3.0,1.0,7,8.0,9.0,4.0,2000.0,18.0,7.0,Laki-laki,Lajang,Pelajar/Mahasiswa
360071071,Indonesia,1.0,3.0,4.0,1.0,5,7.0,3.0,7.0,1997.0,21.0,10.0,Perempuan,Bercerai,Penuh waktu
360071072,Indonesia,1.0,3.0,2.0,1.0,5,7.0,9.0,10.0,1965.0,52.0,9.0,Perempuan,Menikah,Wiraswasta
360071073,Indonesia,1.0,1.0,1.0,1.0,9,8.0,9.0,5.0,1997.0,21.0,9.0,Laki-laki,Lajang,Wiraswasta
360071074,Indonesia,1.0,3.0,1.0,1.0,10,1.0,1.0,8.0,1980.0,37.0,9.0,Laki-laki,Menikah,Penuh waktu
360071075,Indonesia,1.0,1.0,2.0,1.0,6,8.0,6.0,6.0,1995.0,23.0,10.0,Perempuan,Menikah,Ibu rumah tangga
360071076,Indonesia,1.0,3.0,3.0,1.0,5,8.0,10.0,-1.0,1962.0,56.0,8.0,Perempuan,Menikah,Paruh waktu
360071077,Indonesia,1.0,2.0,1.0,1.0,8,8.0,8.0,5.0,1982.0,36.0,7.0,Perempuan,Menikah,Wiraswasta
360071078,Indonesia,1.0,2.0,3.0,1.0,7,5.0,5.0,5.0,1993.0,24.0,8.0,Laki-laki,Lajang,Paruh waktu
360071079,Indonesia,1.0,1.0,2.0,1.0,5,6.0,3.0,9.0,1969.0,49.0,10.0,Perempuan,Menikah,Wiraswasta
360071080,Indonesia,1.0,3.0,4.0,1.0,5,7.0,4.0,4.0,1989.0,29.0,9.0,Perempuan,Menikah,Ibu rumah tangga
360071081,Indonesia,1.0,1.0,2.0,1.0,10,5.0,4.0,-1.0,1972.0,46.0,7.0,Laki-laki,Menikah,Paruh waktu
360071082,Indonesia,1.0,2.0,2.0,1.0,8,7.0,8.0,7.0,1987.0,31.0,6.0,Perempuan,Menikah,Paruh waktu
360071083,Indonesia,1.0,2.0,1.0,1.0,10,2.0,1.0,10.0,1963.0,54.0,6.0,Laki-laki,Menikah,Wiraswasta
360071084,Indonesia,1.0,1.0,3.0,1.0,10,10.0,7.0,-1.0,1973.0,45.0,8.0,Perempuan,Menikah,Paruh waktu
360071085,Indonesia,1.0,1.0,1.0,1.0,1,1.0,1.0,8.0,1958.0,60.0,9.0,Perempuan,Janda/Duda,Ibu rumah tangga
360071086,Indonesia,1.0,2.0,1.0,1.0,8,10.0,9.0,9.0,1983.0,35.0,6.0,Perempuan,Menikah,Wiraswasta
360071087,Indonesia,1.0,1.0,2.0,1.0,10,10.0,10.0,-1.0,1983.0,35.0,,Perempuan,Menikah,Wiraswasta
360071088,Indonesia,1.0,2.0,2.0,1.0,10,8.0,5.0,6.0,1986.0,32.0,5.0,Laki-laki,Menikah,Penuh waktu
360071089,Indonesia,1.0,2.0,1.0,1.0,10,10.0,5.0,-1.0,1967.0,51.0,10.0,Perempuan,Menikah,Paruh waktu
360071090,Indonesia,1.0,1.0,1.0,1.0,10,3.0,4.0,8.0,1958.0,60.0,8.0,Perempuan,Menikah,Paruh waktu
360071091,Indonesia,1.0,1.0,2.0,1.0,10,9.0,8.0,8.0,1953.0,65.0,8.0,Laki-laki,Menikah,Wiraswasta
360071092,Indonesia,1.0,2.0,2.0,2.0,7,3.0,5.0,-1.0,1973.0,45.0,8.0,Laki-laki,Bercerai,Paruh waktu
360071093,Indonesia,1.0,3.0,1.0,1.0,9,10.0,9.0,9.0,1977.0,41.0,7.0,Perempuan,Menikah,Wiraswasta
360071094,Indonesia,1.0,2.0,3.0,1.0,6,4.0,8.0,8.0,1997.0,21.0,8.0,Laki-laki,Lajang,Paruh waktu
360071095,Indonesia,1.0,2.0,2.0,1.0,10,10.0,1.0,-1.0,1944.0,73.0,8.0,Perempuan,Bercerai,Ibu rumah tangga
360071096,Indonesia,1.0,1.0,1.0,1.0,9,10.0,1.0,-1.0,1962.0,56.0,7.0,Perempuan,Menikah,Paruh waktu
360071097,Indonesia,1.0,1.0,3.0,1.0,7,10.0,6.0,5.0,1984.0,34.0,7.0,Perempuan,Menikah,Ibu rumah tangga
360071098,Indonesia,1.0,2.0,1.0,1.0,7,9.0,8.0,5.0,1999.0,19.0,10.0,Perempuan,Lajang,Tidak bekerja
360071099,Indonesia,1.0,1.0,1.0,1.0,10,8.0,6.0,5.0,1963.0,55.0,9.0,Perempuan,Menikah,Paruh waktu
360071100,Indonesia,1.0,3.0,2.0,1.0,9,9.0,8.0,9.0,1980.0,37.0,6.0,Perempuan,Menikah,Ibu rumah tangga
360071101,Indonesia,1.0,1.0,1.0,1.0,8,8.0,7.0,4.0,1983.0,34.0,6.0,Laki-laki,Menikah,Penuh waktu
360071102,Indonesia,1.0,2.0,2.0,1.0,10,7.0,7.0,8.0,1976.0,42.0,8.0,Perempuan,Menikah,Penuh waktu
360071103,Indonesia,1.0,3.0,3.0,1.0,5,2.0,4.0,5.0,1987.0,30.0,10.0,Laki-laki,Menikah,Wiraswasta
360071104,Indonesia,1.0,2.0,1.0,1.0,10,1.0,1.0,-1.0,1982.0,36.0,5.0,Laki-laki,Menikah,Penuh waktu
360071105,Indonesia,1.0,2.0,3.0,1.0,7,5.0,6.0,5.0,1995.0,23.0,3.0,Laki-laki,Lajang,Paruh waktu
360071106,Indonesia,1.0,2.0,3.0,1.0,8,7.0,7.0,-1.0,1961.0,57.0,7.0,Laki-laki,Menikah,Penuh waktu
360071107,Indonesia,1.0,3.0,2.0,1.0,7,4.0,3.0,6.0,1958.0,60.0,9.0,Laki-laki,Menikah,Paruh waktu
360071108,Indonesia,1.0,3.0,1.0,1.0,10,10.0,10.0,-1.0,1985.0,32.0,10.0,Perempuan,Menikah,Wiraswasta
360071109,Indonesia,1.0,3.0,2.0,1.0,3,5.0,5.0,5.0,1978.0,39.0,4.0,Perempuan,Menikah,Wiraswasta
