id_responden,negara,jenis_kelamin,tahun_lahir,usia,kepuasan_hidup,pentingnya_pekerjaan,kepuasan_finansial,kebebasan_memilih,religiusitas,skala_politik,status_pernikahan,status_pekerjaan,kelompok_usia
124070187,Kanada,Laki-laki,1956,64,7,2,7,5,1,3,Menikah,Pensiunan,61+
124070203,Kanada,Laki-laki,1956,64,8,3,8,9,9,7,Kohabitasi,Pensiunan,61+
124070326,Kanada,Laki-laki,1956,64,9,1,9,8,8,6,Menikah,Wiraswasta,61+
124070431,Kanada,Laki-laki,1956,64,8,3,7,8,7,6,Menikah,Pensiunan,61+
124070595,Kanada,Perempuan,1956,64,4,4,8,4,2,5,Menikah,Pensiunan,61+
124070750,Kanada,Laki-laki,1956,64,10,3,8,7,1,2,Menikah,Paruh waktu,61+
124070963,Kanada,Laki-laki,1956,64,6,2,7,6,10,7,Menikah,Pensiunan,61+
124071001,Kanada,Perempuan,1956,64,7,2,9,9,6,7,Menikah,Pensiunan,61+
124071192,Kanada,Laki-laki,1955,64,8,3,8,7,1,2,Bercerai,Penuh waktu,61+
124071217,Kanada,Perempuan,1956,64,9,4,7,8,7,5,Menikah,Pensiunan,61+
124071250,Kanada,Perempuan,1955,64,7,2,5,8,2,5,Lajang,Tidak bekerja,61+
124071298,Kanada,Laki-laki,1956,64,6,3,6,6,6,6,Menikah,Pensiunan,61+
124071317,Kanada,Perempuan,1956,64,8,2,8,5,8,2,Bercerai,Pensiunan,61+
124071357,Kanada,Perempuan,1956,64,4,4,1,6,3,2,Menikah,Pensiunan,61+
124071382,Kanada,Perempuan,1956,64,8,4,8,8,4,1,Menikah,Pensiunan,61+
124071401,Kanada,Perempuan,1956,64,8,1,8,7,3,2,Menikah,Pensiunan,61+
124071761,Kanada,Laki-laki,1956,64,5,4,5,3,3,2,Menikah,Pensiunan,61+
124071858,Kanada,Perempuan,1956,64,10,1,8,7,4,5,Menikah,Pensiunan,61+
124071874,Kanada,Laki-laki,1956,64,7,1,5,7,2,5,Lajang,Pensiunan,61+
124071964,Kanada,Perempuan,1956,64,6,1,5,6,3,6,Menikah,Paruh waktu,61+
124072373,Kanada,Laki-laki,1955,64,9,2,7,8,2,3,Menikah,Wiraswasta,61+
124072461,Kanada,Laki-laki,1956,64,9,2,9,9,3,6,Menikah,Pensiunan,61+
124072628,Kanada,Laki-laki,1955,64,5,4,7,8,5,6,Menikah,Pensiunan,61+
124072723,Kanada,Laki-laki,1956,64,6,2,7,7,10,7,Lajang,Wiraswasta,61+
124073024,Kanada,Laki-laki,1956,64,7,2,6,7,2,3,Menikah,Penuh waktu,61+
124073042,Kanada,Laki-laki,1956,64,9,1,7,8,2,2,Menikah,Pensiunan,61+
124073212,Kanada,Perempuan,1956,64,8,3,8,8,7,3,Menikah,Pensiunan,61+
124073542,Kanada,Laki-laki,1956,64,8,4,8,8,4,6,Menikah,Lainnya,61+
124073706,Kanada,Perempuan,1956,64,5,4,2,8,8,5,Janda/Duda,Pensiunan,61+
124073865,Kanada,Laki-laki,1956,64,9,2,9,9,3,4,Menikah,Pensiunan,61+
124074232,Kanada,Laki-laki,1956,64,7,2,6,4,5,5,Menikah,Penuh waktu,61+
124074261,Kanada,Perempuan,1956,64,9,2,9,8,4,5,Menikah,Pensiunan,61+
124074315,Kanada,Perempuan,1956,64,6,1,6,6,5,9,Bercerai,Tidak bekerja,61+
124074338,Kanada,Perempuan,1956,64,4,4,9,8,6,6,Menikah,Pensiunan,61+
124074398,Kanada,Laki-laki,1956,64,6,2,6,7,9,4,Lajang,Penuh waktu,61+
124074572,Kanada,Perempuan,1956,64,7,1,6,7,9,6,Menikah,Pensiunan,61+
124074644,Kanada,Laki-laki,1956,64,5,3,5,6,4,7,Lajang,Pensiunan,61+
124074697,Kanada,Laki-laki,1955,64,8,4,8,7,5,4,Menikah,Pensiunan,61+
124074807,Kanada,Perempuan,1955,64,8,2,9,8,4,4,Janda/Duda,Pensiunan,61+
124074825,Kanada,Laki-laki,1955,64,8,2,8,8,8,3,Menikah,Pensiunan,61+
124074841,Kanada,Laki-laki,1956,64,9,4,9,10,5,1,Menikah,Pensiunan,61+
124074869,Kanada,Perempuan,1956,64,10,1,10,10,9,5,Bercerai,Pensiunan,61+
124074921,Kanada,Laki-laki,1956,64,6,4,4,9,1,3,Menikah,Pensiunan,61+
124075000,Kanada,Laki-laki,1956,64,7,3,7,7,2,7,Menikah,Paruh waktu,61+
124075013,Kanada,Perempuan,1955,64,7,4,8,8,3,6,Menikah,Pensiunan,61+
124075085,Kanada,Laki-laki,1956,64,5,4,5,8,5,5,Menikah,Pensiunan,61+
124075104,Kanada,Laki-laki,1956,64,6,2,2,8,5,4,Bercerai,Lainnya,61+
124075107,Kanada,Laki-laki,1956,64,7,1,7,7,2,8,Menikah,Paruh waktu,61+
124075137,Kanada,Laki-laki,1956,64,10,2,10,10,8,6,Kohabitasi,Pensiunan,61+
124075146,Kanada,Laki-laki,1955,64,9,3,9,9,6,5,Menikah,Pensiunan,61+
124075163,Kanada,Laki-laki,1956,64,7,1,3,5,5,5,Menikah,Penuh waktu,61+
124075182,Kanada,Laki-laki,1956,64,7,3,5,7,2,3,Lajang,Wiraswasta,61+
124075183,Kanada,Perempuan,1956,64,6,4,8,5,3,5,Menikah,Pensiunan,61+
124075326,Kanada,Perempuan,1956,64,10,2,5,6,6,5,Menikah,Pensiunan,61+
124075335,Kanada,Perempuan,1955,64,6,2,6,7,9,3,Bercerai,Paruh waktu,61+
124075366,Kanada,Laki-laki,1956,64,7,2,7,7,3,7,Bercerai,Penuh waktu,61+
124075460,Kanada,Laki-laki,1956,64,8,1,9,6,10,10,Kohabitasi,Penuh waktu,61+
124075700,Kanada,Laki-laki,1956,64,2,3,1,2,5,5,Kohabitasi,Pensiunan,61+
124075987,Kanada,Laki-laki,1956,64,8,2,10,8,6,8,Menikah,Wiraswasta,61+
124075988,Kanada,Laki-laki,1956,64,9,2,9,8,4,5,Menikah,Pensiunan,61+
124076013,Kanada,Laki-laki,1956,64,8,4,7,6,3,4,Kohabitasi,Pensiunan,61+
124076067,Kanada,Perempuan,1956,64,7,4,8,8,3,5,Menikah,Pensiunan,61+
554070029,Selandia Baru,Perempuan,1955,64,9,4,8,9,4,3,Kohabitasi,Pensiunan,61+
554070183,Selandia Baru,Laki-laki,1955,64,6,4,6,7,7,7,Menikah,Penuh waktu,61+
554070188,Selandia Baru,Perempuan,1955,64,6,2,6,6,10,7,Menikah,Pensiunan,61+
554070328,Selandia Baru,Perempuan,1955,64,8,3,8,9,3,3,Menikah,Pensiunan,61+
554070399,Selandia Baru,Perempuan,1955,64,10,2,9,9,3,7,Menikah,Penuh waktu,61+
554070461,Selandia Baru,Laki-laki,1955,64,3,2,3,10,5,9,Menikah,Pensiunan,61+
554070508,Selandia Baru,Laki-laki,1955,64,8,2,7,8,3,4,Menikah,Pensiunan,61+
554070533,Selandia Baru,Perempuan,1955,64,7,3,7,7,3,4,Kohabitasi,Paruh waktu,61+
554070536,Selandia Baru,Laki-laki,1955,64,9,2,9,10,6,7,Menikah,Penuh waktu,61+
554070595,Selandia Baru,Laki-laki,1955,64,7,1,5,7,4,5,Menikah,Penuh waktu,61+
554070664,Selandia Baru,Perempuan,1955,64,9,2,8,9,3,4,Pisah,Paruh waktu,61+
554070698,Selandia Baru,Laki-laki,1955,64,9,1,9,10,9,8,Bercerai,Tidak bekerja,61+
554070712,Selandia Baru,Laki-laki,1955,64,8,1,8,9,1,1,Kohabitasi,Pensiunan,61+
554070717,Selandia Baru,Perempuan,1955,64,8,3,8,8,5,5,Menikah,Pensiunan,61+
554070724,Selandia Baru,Laki-laki,1955,64,10,3,10,10,5,3,Menikah,Paruh waktu,61+
554070921,Selandia Baru,Laki-laki,1955,64,7,2,9,8,5,2,Menikah,Penuh waktu,61+
554070958,Selandia Baru,Laki-laki,1955,64,7,1,8,8,4,7,Pisah,Penuh waktu,61+
554071007,Selandia Baru,Perempuan,1955,64,8,2,8,7,6,5,Menikah,Penuh waktu,61+
554071043,Selandia Baru,Laki-laki,1955,64,9,2,8,9,6,8,Menikah,Penuh waktu,61+
702070021,Singapura,Laki-laki,1956,64,8,1,8,10,4,6,Menikah,Penuh waktu,61+
702070133,Singapura,Perempuan,1955,64,9,2,9,8,8,6,Menikah,Wiraswasta,61+
702070506,Singapura,Laki-laki,1956,64,7,1,7,7,8,6,Menikah,Penuh waktu,61+
702070509,Singapura,Perempuan,1955,64,7,3,8,10,10,6,Menikah,Ibu rumah tangga,61+
702070635,Singapura,Perempuan,1955,64,7,4,6,5,10,5,Menikah,Ibu rumah tangga,61+
702070652,Singapura,Laki-laki,1955,64,7,2,7,7,5,4,Menikah,Penuh waktu,61+
702070709,Singapura,Perempuan,1956,64,9,1,8,5,6,8,Lajang,Penuh waktu,61+
702070732,Singapura,Perempuan,1955,64,6,3,6,10,9,8,Bercerai,Pensiunan,61+
702070751,Singapura,Laki-laki,1955,64,10,2,10,9,1,5,Menikah,Paruh waktu,61+
702070827,Singapura,Laki-laki,1955,64,5,2,5,7,10,8,Menikah,Pensiunan,61+
702070881,Singapura,Laki-laki,1956,64,10,2,8,10,1,4,Menikah,Pensiunan,61+
702070895,Singapura,Perempuan,1955,64,6,2,6,7,3,2,Janda/Duda,Paruh waktu,61+
702070932,Singapura,Perempuan,1956,64,8,3,8,8,6,8,Menikah,Pensiunan,61+
702070952,Singapura,Laki-laki,1956,64,3,1,2,5,6,5,Menikah,Tidak bekerja,61+
702070962,Singapura,Laki-laki,1956,64,9,2,8,8,3,5,Menikah,Penuh waktu,61+
702071037,Singapura,Perempuan,1955,64,6,1,8,7,4,7,Janda/Duda,Penuh waktu,61+
702071060,Singapura,Laki-laki,1955,64,6,2,8,5,9,4,Menikah,Penuh waktu,61+
702071151,Singapura,Laki-laki,1956,64,5,2,5,4,5,7,Menikah,Pensiunan,61+
702071181,Singapura,Laki-laki,1956,64,7,1,6,8,3,-2,Menikah,Pensiunan,61+
702071188,Singapura,Laki-laki,1955,64,8,2,9,9,5,7,Lajang,Penuh waktu,61+
702071475,Singapura,Laki-laki,1956,64,5,1,5,5,8,5,Menikah,Penuh waktu,61+
702071494,Singapura,Perempuan,1956,64,7,2,7,7,10,-2,Menikah,Ibu rumah tangga,61+
702071665,Singapura,Perempuan,1955,64,5,1,5,5,4,7,Menikah,Pensiunan,61+
702071677,Singapura,Perempuan,1956,64,8,3,6,8,2,5,Lajang,Pensiunan,61+
702071724,Singapura,Perempuan,1956,64,8,3,9,5,9,1,Janda/Duda,Ibu rumah tangga,61+
702071781,Singapura,Perempuan,1956,64,8,3,9,5,6,10,Menikah,Paruh waktu,61+
702071934,Singapura,Perempuan,1956,64,8,1,8,5,6,5,Menikah,Paruh waktu,61+
124070223,Kanada,Perempuan,1956,63,7,3,5,9,6,8,Pisah,Pensiunan,61+
124070283,Kanada,Laki-laki,1957,63,8,1,8,9,5,10,Menikah,Penuh waktu,61+
124070297,Kanada,Perempuan,1957,63,10,3,9,9,6,2,Menikah,Pensiunan,61+
124070318,Kanada,Laki-laki,1957,63,7,3,6,5,3,5,Menikah,Pensiunan,61+
124070349,Kanada,Laki-laki,1956,63,9,3,9,8,9,6,Menikah,Pensiunan,61+
124070356,Kanada,Perempuan,1957,63,7,4,8,8,5,1,Menikah,Pensiunan,61+
124070439,Kanada,Laki-laki,1957,63,9,1,9,9,3,9,Menikah,Pensiunan,61+
124070464,Kanada,Laki-laki,1957,63,8,4,8,9,5,8,Menikah,Pensiunan,61+
124070563,Kanada,Laki-laki,1956,63,7,2,2,7,5,5,Lajang,Penuh waktu,61+
124070568,Kanada,Perempuan,1957,63,8,2,8,8,3,7,Menikah,Pensiunan,61+
124070616,Kanada,Laki-laki,1957,63,7,4,3,8,5,5,Lajang,Pensiunan,61+
124070677,Kanada,Laki-laki,1957,63,6,2,4,8,9,3,Menikah,Pensiunan,61+
124070695,Kanada,Perempuan,1957,63,9,2,9,9,4,8,Menikah,Penuh waktu,61+
124070824,Kanada,Laki-laki,1957,63,5,4,8,5,6,5,Janda/Duda,Pensiunan,61+
124070883,Kanada,Perempuan,1957,63,7,2,7,6,9,5,Menikah,Pensiunan,61+
124070910,Kanada,Perempuan,1957,63,4,2,7,6,5,4,Lajang,Penuh waktu,61+
124070978,Kanada,Perempuan,1957,63,7,1,3,6,1,5,Menikah,Penuh waktu,61+
124070981,Kanada,Perempuan,1957,63,3,2,2,7,4,10,Bercerai,Penuh waktu,61+
124071123,Kanada,Laki-laki,1957,63,7,3,6,8,6,1,Menikah,Penuh waktu,61+
124071157,Kanada,Perempuan,1957,63,6,1,5,7,9,7,Menikah,Ibu rumah tangga,61+
124071280,Kanada,Perempuan,1957,63,9,1,9,9,2,6,Menikah,Paruh waktu,61+
124071288,Kanada,Laki-laki,1957,63,8,2,9,10,1,7,Kohabitasi,Pensiunan,61+
124071356,Kanada,Perempuan,1957,63,4,4,10,8,5,4,Kohabitasi,Pensiunan,61+
124071555,Kanada,Perempuan,1957,63,5,4,4,4,10,1,Bercerai,Pensiunan,61+
124071749,Kanada,Laki-laki,1957,63,7,3,8,9,5,3,Lajang,Penuh waktu,61+
124071808,Kanada,Perempuan,1956,63,7,4,8,8,2,6,Kohabitasi,Pensiunan,61+
124072015,Kanada,Perempuan,1956,63,8,2,7,8,9,8,Menikah,Tidak bekerja,61+
124072099,Kanada,Laki-laki,1957,63,7,2,8,9,4,3,Kohabitasi,Pensiunan,61+
124072233,Kanada,Laki-laki,1956,63,9,1,9,9,5,4,Menikah,Penuh waktu,61+
124072389,Kanada,Perempuan,1957,63,8,2,7,10,4,5,Menikah,Wiraswasta,61+
124072444,Kanada,Laki-laki,1957,63,8,2,8,8,4,3,Kohabitasi,Pensiunan,61+
124072454,Kanada,Laki-laki,1957,63,9,3,6,9,6,7,Menikah,Pensiunan,61+
124072606,Kanada,Laki-laki,1957,63,8,4,9,7,7,5,Kohabitasi,Pensiunan,61+
124072691,Kanada,Perempuan,1957,63,8,1,7,7,7,5,Menikah,Pensiunan,61+
124072915,Kanada,Perempuan,1957,63,7,2,7,8,4,2,Menikah,Pensiunan,61+
124073015,Kanada,Perempuan,1957,63,8,3,7,8,3,8,Menikah,Pensiunan,61+
124073106,Kanada,Perempuan,1957,63,9,1,9,9,4,6,Menikah,Wiraswasta,61+
124073157,Kanada,Perempuan,1957,63,7,2,9,8,3,5,Lajang,Pensiunan,61+
124073175,Kanada,Perempuan,1957,63,7,4,10,5,10,10,Bercerai,Lainnya,61+
124073222,Kanada,Laki-laki,1956,63,8,2,9,8,8,6,Menikah,Pensiunan,61+
124073265,Kanada,Laki-laki,1957,63,8,2,7,7,4,4,Menikah,Paruh waktu,61+
124073473,Kanada,Perempuan,1957,63,8,3,7,10,2,1,Menikah,Wiraswasta,61+
124073496,Kanada,Perempuan,1957,63,5,1,4,1,6,1,Lajang,Pensiunan,61+
124073519,Kanada,Laki-laki,1957,63,8,2,9,8,10,8,Menikah,Pensiunan,61+
124073600,Kanada,Laki-laki,1956,63,8,4,9,8,4,3,Bercerai,Pensiunan,61+
124073726,Kanada,Perempuan,1956,63,6,4,5,6,6,3,Janda/Duda,Pensiunan,61+
124074358,Kanada,Laki-laki,1957,63,7,2,6,7,5,5,Menikah,Penuh waktu,61+
124074384,Kanada,Perempuan,1956,63,10,4,7,10,4,7,Pisah,Pensiunan,61+
124074393,Kanada,Perempuan,1957,63,9,2,9,8,5,6,Bercerai,Pensiunan,61+
124074579,Kanada,Laki-laki,1956,63,9,1,9,8,6,5,Menikah,Pensiunan,61+
124074667,Kanada,Perempuan,1957,63,7,2,4,7,4,5,Bercerai,Penuh waktu,61+
124074768,Kanada,Perempuan,1957,63,10,1,10,10,9,10,Menikah,Pensiunan,61+
124074811,Kanada,Perempuan,1956,63,6,1,6,6,9,5,Menikah,Pensiunan,61+
124074826,Kanada,Laki-laki,1956,63,8,3,6,6,10,5,Lajang,Pensiunan,61+
124074840,Kanada,Laki-laki,1956,63,8,2,8,8,3,5,Menikah,Pensiunan,61+
124074996,Kanada,Laki-laki,1957,63,6,2,7,8,10,7,Menikah,Tidak bekerja,61+
124075118,Kanada,Laki-laki,1957,63,8,2,8,9,7,4,Menikah,Pensiunan,61+
124075152,Kanada,Laki-laki,1957,63,5,2,5,5,5,1,Bercerai,Penuh waktu,61+
124075202,Kanada,Perempuan,1957,63,7,2,6,8,3,5,Menikah,Tidak bekerja,61+
124075209,Kanada,Perempuan,1957,63,7,4,8,8,2,4,Menikah,Pensiunan,61+
124075272,Kanada,Laki-laki,1957,63,10,1,10,10,5,5,Menikah,Wiraswasta,61+
124075350,Kanada,Perempuan,1956,63,6,2,3,7,3,2,Bercerai,Wiraswasta,61+
124075371,Kanada,Laki-laki,1957,63,8,3,8,7,3,4,Menikah,Pensiunan,61+
124075414,Kanada,Laki-laki,1957,63,7,1,9,7,6,5,Lajang,Lainnya,61+
124075415,Kanada,Laki-laki,1957,63,7,2,5,7,4,8,Lajang,Paruh waktu,61+
124075514,Kanada,Laki-laki,1956,63,9,3,8,9,5,8,Menikah,Pensiunan,61+
124075696,Kanada,Perempuan,1956,63,8,4,9,8,9,5,Menikah,Pensiunan,61+
124075726,Kanada,Perempuan,1956,63,8,2,5,9,8,3,Menikah,Tidak bekerja,61+
124075758,Kanada,Perempuan,1957,63,7,4,8,7,5,8,Menikah,Pensiunan,61+
124075793,Kanada,Perempuan,1956,63,9,2,9,8,5,6,Kohabitasi,Penuh waktu,61+
124075826,Kanada,Perempuan,1957,63,8,2,9,8,3,5,Menikah,Pensiunan,61+
124075835,Kanada,Laki-laki,1957,63,5,3,6,5,8,6,Menikah,Pensiunan,61+
124075950,Kanada,Laki-laki,1957,63,9,4,10,8,7,6,Menikah,Lainnya,61+
124075965,Kanada,Laki-laki,1957,63,8,4,9,5,3,8,Menikah,Pensiunan,61+
124075977,Kanada,Laki-laki,1957,63,10,1,10,10,3,10,Pisah,Penuh waktu,61+
554070129,Selandia Baru,Perempuan,1956,63,7,2,5,8,3,5,Menikah,Paruh waktu,61+
554070139,Selandia Baru,Perempuan,1956,63,9,4,9,9,5,5,Menikah,Pensiunan,61+
554070195,Selandia Baru,Laki-laki,1956,63,7,4,7,5,7,7,Menikah,Penuh waktu,61+
554070269,Selandia Baru,Laki-laki,1956,63,8,2,8,5,2,7,Kohabitasi,Penuh waktu,61+
554070430,Selandia Baru,Laki-laki,1956,63,7,1,6,8,8,5,Menikah,Penuh waktu,61+
554070445,Selandia Baru,Perempuan,1956,63,8,2,5,7,6,6,Menikah,Penuh waktu,61+
554070447,Selandia Baru,Perempuan,1956,63,8,2,5,7,4,8,Menikah,Ibu rumah tangga,61+
554070583,Selandia Baru,Laki-laki,1956,63,8,2,8,9,3,1,Kohabitasi,Penuh waktu,61+
554070676,Selandia Baru,Laki-laki,1956,63,9,2,8,8,7,5,Kohabitasi,Penuh waktu,61+
554070738,Selandia Baru,Laki-laki,1956,63,8,1,8,10,3,8,Menikah,Penuh waktu,61+
554070797,Selandia Baru,Perempuan,1956,63,9,2,9,9,10,2,Menikah,Penuh waktu,61+
554070889,Selandia Baru,Perempuan,1956,63,4,1,3,4,7,3,Menikah,Paruh waktu,61+
554070925,Selandia Baru,Perempuan,1956,63,7,1,7,5,5,8,Janda/Duda,Penuh waktu,61+
554070975,Selandia Baru,Perempuan,1956,63,8,2,9,9,5,7,Menikah,Pensiunan,61+
554071042,Selandia Baru,Perempuan,1956,63,5,2,5,5,3,6,Bercerai,Penuh waktu,61+
702070038,Singapura,Perempuan,1957,63,10,3,8,9,3,5,Lajang,Paruh waktu,61+
702070068,Singapura,Laki-laki,1956,63,5,2,5,5,4,5,Lajang,Tidak bekerja,61+
702070096,Singapura,Laki-laki,1956,63,9,2,8,9,5,5,Menikah,Penuh waktu,61+
702070174,Singapura,Laki-laki,1956,63,10,2,6,10,9,10,Menikah,Pensiunan,61+
702070210,Singapura,Perempuan,1956,63,6,3,6,5,7,5,Menikah,Ibu rumah tangga,61+
702070507,Singapura,Perempuan,1956,63,9,1,9,9,8,5,Menikah,Pensiunan,61+
702070515,Singapura,Perempuan,1956,63,8,2,4,8,6,8,Lajang,Pensiunan,61+
702070678,Singapura,Perempuan,1956,63,6,2,5,5,10,2,Menikah,Penuh waktu,61+
702070696,Singapura,Laki-laki,1956,63,5,2,5,5,3,7,Menikah,Penuh waktu,61+
702070698,Singapura,Perempuan,1957,63,9,4,10,5,9,3,Menikah,Wiraswasta,61+
702070728,Singapura,Laki-laki,1956,63,5,3,5,5,2,2,Menikah,Pensiunan,61+
702070767,Singapura,Laki-laki,1956,63,6,2,7,7,6,5,Menikah,Penuh waktu,61+
702070783,Singapura,Laki-laki,1956,63,6,3,7,7,10,5,Menikah,Penuh waktu,61+
702070821,Singapura,Perempuan,1956,63,8,3,8,8,6,2,Menikah,Paruh waktu,61+
702070866,Singapura,Perempuan,1956,63,5,2,6,6,6,7,Menikah,Pensiunan,61+
702070873,Singapura,Perempuan,1956,63,9,1,9,9,6,4,Menikah,Pensiunan,61+
702070956,Singapura,Perempuan,1957,63,7,2,6,7,3,5,Menikah,Ibu rumah tangga,61+
702070969,Singapura,Laki-laki,1957,63,10,1,8,10,6,8,Menikah,Penuh waktu,61+
702071178,Singapura,Perempuan,1957,63,8,3,5,5,10,5,Menikah,Ibu rumah tangga,61+
702071311,Singapura,Perempuan,1957,63,8,4,8,7,3,5,Menikah,Pensiunan,61+
702071339,Singapura,Perempuan,1957,63,8,3,7,8,7,2,Menikah,Ibu rumah tangga,61+
702071394,Singapura,Laki-laki,1957,63,9,3,7,10,7,6,Lajang,Pensiunan,61+
702071395,Singapura,Perempuan,1957,63,7,2,8,10,5,8,Menikah,Paruh waktu,61+
702071653,Singapura,Laki-laki,1956,63,6,1,6,6,4,5,Menikah,Paruh waktu,61+
702071675,Singapura,Perempuan,1957,63,8,2,7,5,1,8,Janda/Duda,Ibu rumah tangga,61+
702071728,Singapura,Perempuan,1957,63,8,2,8,6,8,6,Menikah,Pensiunan,61+
702071827,Singapura,Perempuan,1957,63,7,3,7,7,10,5,Menikah,Ibu rumah tangga,61+
702071832,Singapura,Perempuan,1957,63,6,2,6,5,3,8,Lajang,Wiraswasta,61+
702071878,Singapura,Perempuan,1957,63,4,2,7,4,3,8,Lajang,Paruh waktu,61+
702071900,Singapura,Laki-laki,1957,63,7,2,7,6,4,5,Menikah,Wiraswasta,61+
702071910,Singapura,Perempuan,1957,63,8,1,9,1,3,5,Menikah,Paruh waktu,61+
702071928,Singapura,Laki-laki,1957,63,3,2,4,2,9,5,Lajang,Wiraswasta,61+
124070126,Kanada,Laki-laki,1958,62,8,2,8,8,6,6,Menikah,Pensiunan,61+
124070209,Kanada,Laki-laki,1957,62,8,2,8,8,9,3,Menikah,Pensiunan,61+
124070270,Kanada,Perempuan,1958,62,10,1,10,10,9,1,Menikah,Paruh waktu,61+
124070302,Kanada,Laki-laki,1957,62,9,2,9,9,8,5,Kohabitasi,Penuh waktu,61+
124070537,Kanada,Perempuan,1958,62,3,2,2,8,4,6,Lajang,Tidak bekerja,61+
124070566,Kanada,Laki-laki,1958,62,9,3,9,9,2,3,Menikah,Wiraswasta,61+
124070627,Kanada,Perempuan,1958,62,7,3,8,8,4,6,Kohabitasi,Pensiunan,61+
124070696,Kanada,Laki-laki,1958,62,5,3,3,5,1,5,Menikah,Pensiunan,61+
124070826,Kanada,Perempuan,1958,62,8,2,8,8,5,8,Menikah,Pensiunan,61+
124070897,Kanada,Laki-laki,1958,62,8,3,8,9,4,4,Menikah,Paruh waktu,61+
124070938,Kanada,Laki-laki,1958,62,9,2,9,9,10,3,Menikah,Penuh waktu,61+
124070972,Kanada,Laki-laki,1958,62,8,2,7,8,3,5,Menikah,Penuh waktu,61+
124071020,Kanada,Laki-laki,1958,62,7,4,3,8,3,3,Menikah,Pensiunan,61+
124071194,Kanada,Perempuan,1957,62,4,1,2,5,3,10,Kohabitasi,Penuh waktu,61+
124071199,Kanada,Laki-laki,1958,62,8,4,9,9,2,5,Janda/Duda,Pensiunan,61+
124071350,Kanada,Perempuan,1958,62,6,2,8,8,10,7,Menikah,Penuh waktu,61+
124071380,Kanada,Laki-laki,1958,62,3,2,2,3,3,2,Kohabitasi,Penuh waktu,61+
124071497,Kanada,Perempuan,1957,62,6,4,6,6,8,6,Menikah,Pensiunan,61+
124071551,Kanada,Laki-laki,1958,62,8,2,10,8,5,6,Kohabitasi,Pensiunan,61+
124071686,Kanada,Perempuan,1958,62,9,1,7,9,8,6,Kohabitasi,Penuh waktu,61+
124071756,Kanada,Perempuan,1958,62,8,3,8,8,3,5,Kohabitasi,Pensiunan,61+
124072162,Kanada,Perempuan,1957,62,7,2,7,9,6,5,Bercerai,Wiraswasta,61+
124072250,Kanada,Perempuan,1958,62,7,1,5,7,7,7,Bercerai,Paruh waktu,61+
124072325,Kanada,Laki-laki,1958,62,8,2,5,8,5,9,Menikah,Penuh waktu,61+
124072448,Kanada,Perempuan,1957,62,10,1,8,9,6,10,Menikah,Tidak bekerja,61+
124072463,Kanada,Laki-laki,1958,62,4,3,2,7,3,3,Lajang,Tidak bekerja,61+
124072482,Kanada,Perempuan,1958,62,9,2,9,9,9,5,Menikah,Pensiunan,61+
124072631,Kanada,Laki-laki,1958,62,4,3,4,7,4,5,Bercerai,Pensiunan,61+
124072690,Kanada,Laki-laki,1958,62,9,4,9,9,2,1,Kohabitasi,Pensiunan,61+
124072856,Kanada,Perempuan,1958,62,9,1,3,10,4,5,Lajang,Tidak bekerja,61+
124072863,Kanada,Perempuan,1958,62,7,2,6,6,3,3,Kohabitasi,Penuh waktu,61+
124072892,Kanada,Laki-laki,1959,62,8,2,10,8,5,5,Janda/Duda,Wiraswasta,61+
124072913,Kanada,Perempuan,1958,62,9,1,10,9,4,3,Kohabitasi,Pensiunan,61+
124072929,Kanada,Laki-laki,1958,62,5,2,4,5,6,5,Bercerai,Pensiunan,61+
124072985,Kanada,Perempuan,1957,62,7,1,10,10,8,6,Menikah,Wiraswasta,61+
124073057,Kanada,Laki-laki,1958,62,7,1,7,7,6,6,Menikah,Paruh waktu,61+
124073150,Kanada,Laki-laki,1958,62,7,3,7,4,3,3,Lajang,Lainnya,61+
124073215,Kanada,Laki-laki,1958,62,7,4,8,9,6,3,Menikah,Pensiunan,61+
124073227,Kanada,Laki-laki,1958,62,8,2,9,10,3,5,Kohabitasi,Pensiunan,61+
124073301,Kanada,Laki-laki,1958,62,9,1,7,9,9,7,Menikah,Wiraswasta,61+
124073404,Kanada,Perempuan,1958,62,8,3,6,8,6,5,Menikah,Ibu rumah tangga,61+
124073507,Kanada,Laki-laki,1958,62,7,2,9,8,3,6,Menikah,Penuh waktu,61+
124073512,Kanada,Laki-laki,1958,62,8,1,8,8,2,1,Menikah,Penuh waktu,61+
124073521,Kanada,Laki-laki,1958,62,10,1,9,10,9,8,Menikah,Pensiunan,61+
124073544,Kanada,Laki-laki,1958,62,6,2,7,7,3,3,Bercerai,Penuh waktu,61+
124073548,Kanada,Perempuan,1958,62,9,3,8,10,6,7,Menikah,Pensiunan,61+
124073650,Kanada,Laki-laki,1958,62,7,4,8,6,5,4,Menikah,Pensiunan,61+
124073659,Kanada,Laki-laki,1957,62,9,3,8,10,9,6,Menikah,Tidak bekerja,61+
124073941,Kanada,Laki-laki,1958,62,6,2,7,3,2,9,Menikah,Penuh waktu,61+
124074007,Kanada,Perempuan,1957,62,7,1,7,6,7,7,Lajang,Tidak bekerja,61+
124074022,Kanada,Perempuan,1958,62,7,3,9,8,1,5,Menikah,Pensiunan,61+
124074192,Kanada,Perempuan,1958,62,8,2,7,8,10,3,Pisah,Paruh waktu,61+
124074638,Kanada,Laki-laki,1958,62,8,1,10,10,5,8,Kohabitasi,Wiraswasta,61+
